musher,bib,intime,indogs,outtime,outdogs,rest,enroute,prev,prevOut,checkName
Jeff Deeter,45,3/9 16:46:00,11,3/10 03:03:00,10,10h 17m,17h 8m,3/8 23:38:00,4.67,Iditarod
Brett Bruggeman,37,3/9 18:46:00,15,3/10 03:09:00,15,8h 23m,18h 29m,3/9 00:17:00,4.33,Iditarod
Dave Delcourt,57,3/9 21:00:00,14,3/10 05:00:00,14,8h 0m,16h 3m,3/9 04:57:00,4.98,Iditarod
Andrew Nolan,56,3/9 22:36:00,12,3/10 06:43:00,12,8h 7m,19h 31m,3/9 03:05:00,4.10,Iditarod
Alan Eischens,53,3/9 19:14:00,14,3/10 06:54:00,14,11h 40m,18h 41m,3/9 00:33:00,4.28,Iditarod
Shaynee Traska,5,3/9 22:45:00,15,3/10 06:56:00,15,8h 11m,18h 27m,3/9 04:18:00,4.34,Iditarod
Lev Shvarts,22,3/9 22:25:00,15,3/10 07:52:00,14,9h 27m,17h 54m,3/9 04:31:00,4.47,Iditarod
Meredith Mapes,16,3/10 01:46:00,13,3/10 08:55:00,12,7h 9m,17h 25m,3/9 08:21:00,4.59,Iditarod
Rob Cooke,10,3/10 03:20:00,16,3/10 09:27:00,14,6h 7m,18h 28m,3/9 08:52:00,4.33,Iditarod
Peter Fleck,67,3/10 01:38:00,15,3/10 09:52:00,14,8h 14m,16h 58m,3/9 08:40:00,4.72,Iditarod
Misha Wiljes,19,3/10 04:04:00,14,3/10 10:54:00,14,6h 50m,16h 59m,3/9 11:05:00,4.71,Iditarod
Jason Stewart,66,3/10 02:58:00,15,3/10 11:14:00,15,8h 16m,16h 17m,3/9 10:41:00,4.91,Iditarod
Magnus Kaltenborn,6,3/10 03:59:00,16,3/10 11:38:00,16,7h 39m,18h 19m,3/9 09:40:00,4.37,Iditarod
Anja Radano,24,3/10 03:46:00,13,3/10 11:57:00,13,8h 11m,16h 54m,3/9 10:52:00,4.73,Iditarod
Tim Muto,42,3/10 04:29:00,13,3/10 12:37:00,13,8h 8m,15h 40m,3/9 12:49:00,5.11,Iditarod
Marcelle Fressineau,35,3/10 06:44:00,13,3/10 14:13:00,13,7h 29m,16h 34m,3/9 14:10:00,4.83,Iditarod
Tara Cicatello,44,3/10 17:23:00,13,3/11 03:07:00 *,13,8h 44m,20h 11m,3/9 21:12:00,3.96,Iditarod
Steve Watkins,59,3/10 17:30:00,13,3/11 04:30:00 *,13,10h 0m,20h 5m,3/9 21:25:00,3.98,Iditarod
Tom Schonberger,25,3/10 20:21:00,11,3/11 05:31:00 *,11,8h 10m,20h 51m,3/9 23:30:00,3.84,Iditarod
Nicolas Petit,46,3/9 02:02:00,14,3/9 02:12:00,14,0h 10m,7h 0m,3/8 19:02:00,7.86,Shageluk
Mitch Seavey,13,3/9 02:56:00,13,3/9 07:28:00,13,4h 32m,7h 10m,3/8 19:46:00,7.67,Shageluk
Joar Leifseth Ulsom,33,3/9 04:42:00,15,3/9 07:42:00,15,3h 0m,7h 4m,3/8 21:38:00,7.78,Shageluk
Mats Pettersson,3,3/9 14:00:00,14,3/9 14:27:00,14,0h 27m,11h 45m,3/9 02:15:00,4.68,Shageluk
Richie Diehl,29,3/9 07:25:00,13,3/9 15:25:00,13,8h 0m,7h 43m,3/8 23:42:00,7.13,Shageluk
Peter Kaiser,30,3/9 07:29:00,12,3/9 15:29:00,12,8h 0m,7h 39m,3/8 23:50:00,7.19,Shageluk
Ray Redington Jr,17,3/9 07:34:00,15,3/9 15:34:00,14,8h 0m,7h 44m,3/8 23:50:00,7.11,Shageluk
Jessie Royer,36,3/9 07:58:00,14,3/9 15:58:00,14,8h 0m,8h 13m,3/8 23:45:00,6.69,Shageluk
Wade Marrs,11,3/9 07:58:00,12,3/9 15:58:00,12,8h 0m,7h 51m,3/9 00:07:00,7.01,Shageluk
Linwood Fiedler,8,3/9 08:01:00,14,3/9 16:01:00,13,8h 0m,7h 52m,3/9 00:09:00,6.99,Shageluk
Aaron Burmeister,64,3/9 08:15:00,13,3/9 16:15:00,13,8h 0m,8h 11m,3/9 00:04:00,6.72,Shageluk
Aliy Zirkle,31,3/9 08:52:00,14,3/9 16:53:00,14,8h 1m,8h 31m,3/9 00:21:00,6.46,Shageluk
Ketil Reitan,54,3/9 13:08:00,13,3/9 17:06:00,13,3h 58m,9h 3m,3/9 04:05:00,6.08,Shageluk
Lars Monsen,61,3/9 13:50:00,15,3/9 17:30:00,15,3h 40m,8h 20m,3/9 05:30:00,6.60,Shageluk
Travis Beals,60,3/9 09:38:00,14,3/9 17:38:00,14,8h 0m,8h 7m,3/9 01:31:00,6.78,Shageluk
Kelly Maixner,52,3/9 13:25:00,15,3/9 17:41:00,15,4h 16m,11h 49m,3/9 01:36:00,4.65,Shageluk
Hugh Neff,68,3/9 09:49:00,13,3/9 17:49:00,12,8h 0m,9h 15m,3/9 00:34:00,5.95,Shageluk
Michelle Phillips,18,3/9 14:29:00,14,3/9 18:25:00,13,3h 56m,12h 26m,3/9 02:03:00,4.42,Shageluk
Matthew Failor,55,3/9 10:59:00,16,3/9 19:01:00,16,8h 2m,7h 56m,3/9 03:03:00,6.93,Shageluk
Matt Hall,15,3/9 11:11:00,14,3/9 19:11:00,14,8h 0m,8h 27m,3/9 02:44:00,6.51,Shageluk
Ramey Smyth,21,3/9 11:59:00,14,3/9 19:59:00,14,8h 0m,8h 47m,3/9 03:12:00,6.26,Shageluk
Martin Buser,28,3/9 13:28:00,15,3/9 21:28:00,15,8h 0m,9h 39m,3/9 03:49:00,5.70,Shageluk
Michi Konno,63,3/9 13:31:00,13,3/9 21:32:00,12,8h 1m,9h 17m,3/9 04:14:00,5.92,Shageluk
Ryan Redington,7,3/9 14:11:00,11,3/9 22:19:00,11,8h 8m,9h 31m,3/9 04:40:00,5.78,Shageluk
Cody Strathe,2,3/9 19:06:00,14,3/9 23:06:00,13,4h 0m,13h 28m,3/9 05:38:00,4.08,Shageluk
Rick Casillo,9,3/9 16:20:00,13,3/10 00:33:00,12,8h 13m,12h 27m,3/9 03:53:00,4.42,Shageluk
Tom Knolmayer,43,3/9 21:31:00,13,3/10 01:46:00,13,4h 15m,11h 30m,3/9 10:01:00,4.78,Shageluk
Katherine Keith,51,3/9 19:55:00,14,3/10 02:29:00,14,6h 34m,10h 11m,3/9 09:44:00,5.40,Shageluk
Jessie Holmes,41,3/9 19:30:00,15,3/10 03:32:00,14,8h 2m,12h 26m,3/9 07:04:00,4.42,Shageluk
Anna Berington,4,3/9 19:42:00,12,3/10 03:50:00,12,8h 8m,8h 31m,3/9 11:11:00,6.46,Shageluk
Larry Daugherty,14,3/10 03:59:00,15,3/10 04:23:00,15,0h 24m,8h 35m,3/9 19:24:00,6.41,Shageluk
"Michael Williams, Jr.",27,3/10 00:54:00,13,3/10 05:40:00,12,4h 46m,11h 3m,3/9 13:51:00,4.98,Shageluk
Jeff King,40,3/10 00:53:00,13,3/10 06:07:00,13,5h 14m,7h 49m,3/9 17:04:00,7.04,Shageluk
Charley Bejna,38,3/9 22:42:00,14,3/10 06:29:00,14,7h 47m,8h 40m,3/9 14:02:00,6.35,Shageluk
Robert Redington,34,3/9 13:24:00,12,3/10 10:07:00,11,20h 43m,9h 14m,3/9 04:10:00,5.96,Shageluk
Bradley Farquhar,65,3/10 06:18:00,11,3/10 12:10:00,11,5h 52m,8h 19m,3/9 21:59:00,6.61,Shageluk
Noah Pereira,49,3/10 11:00:00,12,3/10 13:00:00,11,2h 0m,13h 45m,3/9 21:15:00,4.00,Shageluk
Jim Lanier,32,3/10 06:39:00,15,3/10 13:26:00,15,6h 47m,7h 29m,3/9 23:10:00,7.35,Shageluk
Emily Maxwell,58,3/10 06:17:00,13,3/10 14:17:00,13,8h 0m,8h 7m,3/9 22:10:00,6.78,Shageluk
Aaron Peck,50,3/10 11:09:00,14,3/10 14:45:00,14,3h 36m,12h 32m,3/9 22:37:00,4.39,Shageluk
Andy Pohl,12,3/10 09:32:00,12,3/10 15:18:00,12,5h 46m,12h 7m,3/9 21:25:00,4.54,Shageluk
Kristy Berington,20,3/10 08:30:00,13,3/10 15:32:00,13,7h 2m,11h 6m,3/9 21:24:00,4.95,Shageluk
Monica Zappa,48,3/10 13:43:00,14,3/10 18:28:00,14,4h 45m,11h 4m,3/10 02:39:00,4.97,Shageluk
Lev Shvarts,22,3/10 18:31:00,14,3/10 18:37:00,14,0h 6m,10h 39m,3/10 07:52:00,5.16,Shageluk
Dave Delcourt,57,3/10 13:01:00,14,3/10 18:59:00,13,5h 58m,8h 1m,3/10 05:00:00,6.86,Shageluk
Allen Moore,26,3/10 13:42:00,13,3/10 19:38:00,13,5h 56m,10h 40m,3/10 03:02:00,5.16,Shageluk
Brett Bruggeman,37,3/10 13:43:00,15,3/10 19:45:00,15,6h 2m,10h 34m,3/10 03:09:00,5.21,Shageluk
Scott Janssen,23,3/10 11:52:00,14,3/10 20:25:00,14,8h 33m,10h 14m,3/10 01:38:00,5.37,Shageluk
Shaynee Traska,5,3/10 17:55:00,15,3/10 21:35:00,13,3h 40m,10h 59m,3/10 06:56:00,5.01,Shageluk
Peter Fleck,67,3/10 21:57:00,14,3/10 22:06:00,14,0h 9m,12h 5m,3/10 09:52:00,4.55,Shageluk
Andrew Nolan,56,3/10 14:17:00,12,3/10 22:27:00,12,8h 10m,7h 34m,3/10 06:43:00,7.27,Shageluk
Jeff Deeter,45,3/10 14:29:00,10,3/10 22:37:00,9,8h 8m,11h 26m,3/10 03:03:00,4.81,Shageluk
Alan Eischens,53,3/10 15:09:00,14,3/11 00:29:00,14,9h 20m,8h 15m,3/10 06:54:00,6.67,Shageluk
Meredith Mapes,16,3/10 16:41:00,12,3/11 03:12:00 *,12,9h 31m,7h 46m,3/10 08:55:00,7.08,Shageluk
Rob Cooke,10,3/10 18:30:00,14,3/11 03:31:00 *,14,8h 1m,9h 3m,3/10 09:27:00,6.08,Shageluk
Misha Wiljes,19,3/10 18:29:00,14,3/11 03:50:00 *,14,8h 21m,7h 35m,3/10 10:54:00,7.25,Shageluk
Anja Radano,24,3/10 23:10:00,13,3/11 04:42:00 *,13,4h 32m,11h 13m,3/10 11:57:00,4.90,Shageluk
Jason Stewart,66,3/10 18:30:00,15,3/11 05:19:00 *,15,9h 49m,7h 16m,3/10 11:14:00,7.57,Shageluk
Magnus Kaltenborn,6,3/10 22:57:00,16,3/11 06:07:00 *,16,6h 10m,11h 19m,3/10 11:38:00,4.86,Shageluk
Tim Muto,42,3/10 23:48:00,13,3/11 07:00:00 *,13,6h 12m,11h 11m,3/10 12:37:00,4.92,Shageluk
Marcelle Fressineau,35,3/10 23:22:00,13,3/11 08:22:00 *,13,8h 0m,9h 9m,3/10 14:13:00,6.01,Shageluk
Tara Cicatello,44,3/11 16:26:00,13,3/12 00:27:00,13,8h 1m,13h 19m,3/11 03:07:00,4.13,Shageluk
Steve Watkins,59,3/11 17:14:00,13,3/12 01:07:00,12,7h 53m,12h 44m,3/11 04:30:00,4.32,Shageluk
Tom Schonberger,25,3/11 19:16:00,11,3/12 01:55:00,11,6h 39m,13h 45m,3/11 05:31:00,4.00,Shageluk
Mitch Seavey,13,3/9 10:51:00,13,3/9 11:04:00,12,0h 13m,3h 23m,3/9 07:28:00,7.39,Anvik
Joar Leifseth Ulsom,33,3/9 10:59:00,15,3/9 11:06:00,15,0h 7m,3h 17m,3/9 07:42:00,7.61,Anvik
Nicolas Petit,46,3/9 05:21:00,14,3/9 13:21:00,14,8h 0m,3h 9m,3/9 02:12:00,7.94,Anvik
Peter Kaiser,30,3/9 18:55:00,12,3/9 18:56:00,12,0h 1m,3h 26m,3/9 15:29:00,7.28,Anvik
Richie Diehl,29,3/9 19:02:00,13,3/9 19:06:00,13,0h 4m,3h 37m,3/9 15:25:00,6.91,Anvik
Ray Redington Jr,17,3/9 19:10:00,14,3/9 19:11:00,14,0h 1m,3h 36m,3/9 15:34:00,6.94,Anvik
Wade Marrs,11,3/9 19:35:00,12,3/9 19:36:00,12,0h 1m,3h 37m,3/9 15:58:00,6.91,Anvik
Linwood Fiedler,8,3/9 19:36:00,13,3/9 19:48:00,13,0h 12m,3h 35m,3/9 16:01:00,6.98,Anvik
Jessie Royer,36,3/9 19:45:00,14,3/9 19:55:00,13,0h 10m,3h 47m,3/9 15:58:00,6.61,Anvik
Aaron Burmeister,64,3/9 20:12:00,13,3/9 20:24:00,12,0h 12m,3h 57m,3/9 16:15:00,6.33,Anvik
Aliy Zirkle,31,3/9 20:38:00,14,3/9 20:38:00,14,0h 0m,3h 45m,3/9 16:53:00,6.67,Anvik
Ketil Reitan,54,3/9 20:49:00,13,3/9 20:58:00,13,0h 9m,3h 43m,3/9 17:06:00,6.73,Anvik
Travis Beals,60,3/9 20:57:00,14,3/9 21:01:00,14,0h 4m,3h 19m,3/9 17:38:00,7.54,Anvik
Mats Pettersson,3,3/9 21:03:00,14,3/9 21:07:00,14,0h 4m,6h 36m,3/9 14:27:00,3.79,Anvik
Kelly Maixner,52,3/9 21:30:00,15,3/9 21:35:00,15,0h 5m,3h 49m,3/9 17:41:00,6.55,Anvik
Lars Monsen,61,3/9 21:32:00,15,3/9 21:35:00,15,0h 3m,4h 2m,3/9 17:30:00,6.20,Anvik
Hugh Neff,68,3/9 21:42:00,12,3/9 21:43:00,12,0h 1m,3h 53m,3/9 17:49:00,6.44,Anvik
Michelle Phillips,18,3/9 22:06:00,13,3/9 22:16:00,13,0h 10m,3h 41m,3/9 18:25:00,6.79,Anvik
Matthew Failor,55,3/9 22:20:00,16,3/9 22:25:00,16,0h 5m,3h 19m,3/9 19:01:00,7.54,Anvik
Matt Hall,15,3/9 22:53:00,14,3/9 22:58:00,14,0h 5m,3h 42m,3/9 19:11:00,6.76,Anvik
Ramey Smyth,21,3/9 23:41:00,14,3/9 23:51:00,14,0h 10m,3h 42m,3/9 19:59:00,6.76,Anvik
Martin Buser,28,3/10 01:08:00,15,3/10 01:09:00,15,0h 1m,3h 40m,3/9 21:28:00,6.82,Anvik
Michi Konno,63,3/10 01:10:00,12,3/10 01:18:00,12,0h 8m,3h 38m,3/9 21:32:00,6.88,Anvik
Cody Strathe,2,3/10 02:20:00,13,3/10 02:28:00,13,0h 8m,3h 14m,3/9 23:06:00,7.73,Anvik
Ryan Redington,7,3/10 01:55:00,11,3/10 02:29:00,11,0h 34m,3h 36m,3/9 22:19:00,6.94,Anvik
Tom Knolmayer,43,3/10 05:25:00,13,3/10 05:36:00,13,0h 11m,3h 39m,3/10 01:46:00,6.85,Anvik
Katherine Keith,51,3/10 05:58:00,14,3/10 06:00:00,14,0h 2m,3h 29m,3/10 02:29:00,7.18,Anvik
Jessie Holmes,41,3/10 06:39:00,14,3/10 06:51:00,14,0h 12m,3h 7m,3/10 03:32:00,8.02,Anvik
Rick Casillo,9,3/10 03:38:00,12,3/10 06:54:00,12,3h 16m,3h 5m,3/10 00:33:00,8.11,Anvik
Anna Berington,4,3/10 07:14:00,12,3/10 07:21:00,12,0h 7m,3h 24m,3/10 03:50:00,7.35,Anvik
"Michael Williams, Jr.",27,3/10 08:44:00,12,3/10 08:49:00,11,0h 5m,3h 4m,3/10 05:40:00,8.15,Anvik
Jeff King,40,3/10 09:17:00,13,3/10 09:29:00,13,0h 12m,3h 10m,3/10 06:07:00,7.89,Anvik
Charley Bejna,38,3/10 09:29:00,14,3/10 09:45:00,14,0h 16m,3h 0m,3/10 06:29:00,8.33,Anvik
Larry Daugherty,14,3/10 07:55:00,15,3/10 12:21:00,14,4h 26m,3h 32m,3/10 04:23:00,7.08,Anvik
Bradley Farquhar,65,3/10 15:21:00,11,3/10 15:31:00,11,0h 10m,3h 11m,3/10 12:10:00,7.85,Anvik
Jim Lanier,32,3/10 16:27:00,15,3/10 16:51:00,15,0h 24m,3h 1m,3/10 13:26:00,8.29,Anvik
Emily Maxwell,58,3/10 17:35:00,13,3/10 18:01:00,13,0h 26m,3h 18m,3/10 14:17:00,7.58,Anvik
Aaron Peck,50,3/10 18:14:00,14,3/10 18:27:00,13,0h 13m,3h 29m,3/10 14:45:00,7.18,Anvik
Kristy Berington,20,3/10 19:09:00,13,3/10 19:11:00,13,0h 2m,3h 37m,3/10 15:32:00,6.91,Anvik
Andy Pohl,12,3/10 19:09:00,12,3/10 19:12:00,12,0h 3m,3h 51m,3/10 15:18:00,6.49,Anvik
Dave Delcourt,57,3/10 22:31:00,13,3/10 22:40:00,13,0h 9m,3h 32m,3/10 18:59:00,7.08,Anvik
Allen Moore,26,3/10 22:49:00,13,3/10 22:49:00,13,0h 0m,3h 11m,3/10 19:38:00,7.85,Anvik
Brett Bruggeman,37,3/10 22:55:00,15,3/10 22:59:00,15,0h 4m,3h 10m,3/10 19:45:00,7.89,Anvik
Scott Janssen,23,3/10 23:24:00,14,3/11 00:16:00,14,0h 52m,2h 59m,3/10 20:25:00,8.38,Anvik
Noah Pereira,49,3/10 16:19:00,11,3/11 00:24:00,11,8h 5m,3h 19m,3/10 13:00:00,7.54,Anvik
Andrew Nolan,56,3/11 01:48:00,12,3/11 01:48:00,12,0h 0m,3h 21m,3/10 22:27:00,7.46,Anvik
Shaynee Traska,5,3/11 01:25:00,13,3/11 01:49:00,12,0h 24m,3h 50m,3/10 21:35:00,6.52,Anvik
Monica Zappa,48,3/10 21:46:00,14,3/11 03:03:00 *,13,4h 17m,3h 18m,3/10 18:28:00,7.58,Anvik
Alan Eischens,53,3/11 04:43:00 *,14,3/11 04:45:00,14,0h 2m,3h 14m,3/11 00:29:00,7.73,Anvik
Lev Shvarts,22,3/10 22:15:00,14,3/11 05:18:00 *,13,6h 3m,3h 38m,3/10 18:37:00,6.88,Anvik
Meredith Mapes,16,3/11 06:28:00,12,3/11 06:36:00,11,0h 8m,3h 16m,3/11 03:12:00,7.65,Anvik
Misha Wiljes,19,3/11 07:02:00,14,3/11 07:11:00,14,0h 9m,3h 12m,3/11 03:50:00,7.81,Anvik
Rob Cooke,10,3/11 07:10:00,14,3/11 07:14:00,14,0h 4m,3h 39m,3/11 03:31:00,6.85,Anvik
Anja Radano,24,3/11 08:09:00,13,3/11 08:22:00,13,0h 13m,3h 27m,3/11 04:42:00,7.25,Anvik
Jeff Deeter,45,3/11 01:59:00,9,3/11 08:24:00 *,8,5h 25m,3h 22m,3/10 22:37:00,7.43,Anvik
Jason Stewart,66,3/11 08:25:00,15,3/11 08:29:00,15,0h 4m,3h 6m,3/11 05:19:00,8.06,Anvik
Peter Fleck,67,3/11 01:26:00,14,3/11 08:56:00 *,13,6h 30m,3h 20m,3/10 22:06:00,7.50,Anvik
Magnus Kaltenborn,6,3/11 09:44:00,16,3/11 09:50:00,16,0h 6m,3h 37m,3/11 06:07:00,6.91,Anvik
Tim Muto,42,3/11 10:03:00,13,3/11 10:25:00,13,0h 22m,3h 3m,3/11 07:00:00,8.20,Anvik
Marcelle Fressineau,35,3/11 11:52:00,13,3/11 16:12:00,13,4h 20m,3h 30m,3/11 08:22:00,7.14,Anvik
Tara Cicatello,44,3/12 03:55:00,13,3/12 04:39:00,13,0h 44m,3h 28m,3/12 00:27:00,7.21,Anvik
Tom Schonberger,25,3/12 06:52:00,11,3/12 07:04:00,11,0h 12m,4h 57m,3/12 01:55:00,5.05,Anvik
Steve Watkins,59,3/12 05:11:00,12,3/12 07:43:00,12,2h 32m,4h 4m,3/12 01:07:00,6.15,Anvik
Nicolas Petit,46,3/9 16:11:00,14,3/9 16:48:00,14,0h 37m,2h 50m,3/9 13:21:00,6.35,Grayling
Mitch Seavey,13,3/9 13:45:00,12,3/9 21:45:00,12,8h 0m,2h 41m,3/9 11:04:00,6.71,Grayling
Joar Leifseth Ulsom,33,3/9 13:58:00,15,3/9 21:58:00,13,8h 0m,2h 52m,3/9 11:06:00,6.28,Grayling
Ray Redington Jr,17,3/9 21:52:00,14,3/10 04:05:00,14,6h 13m,2h 41m,3/9 19:11:00,6.71,Grayling
Peter Kaiser,30,3/9 21:40:00,12,3/10 04:19:00,12,6h 39m,2h 44m,3/9 18:56:00,6.59,Grayling
Richie Diehl,29,3/9 21:48:00,13,3/10 04:19:00,13,6h 31m,2h 42m,3/9 19:06:00,6.67,Grayling
Aaron Burmeister,64,3/9 23:18:00,12,3/10 04:35:00,12,5h 17m,2h 54m,3/9 20:24:00,6.21,Grayling
Travis Beals,60,3/9 23:40:00,14,3/10 05:20:00,14,5h 40m,2h 39m,3/9 21:01:00,6.79,Grayling
Wade Marrs,11,3/9 22:35:00,12,3/10 05:37:00,12,7h 2m,2h 59m,3/9 19:36:00,6.03,Grayling
Jessie Royer,36,3/9 23:00:00,13,3/10 05:38:00,13,6h 38m,3h 5m,3/9 19:55:00,5.84,Grayling
Aliy Zirkle,31,3/9 23:45:00,14,3/10 05:39:00,13,5h 54m,3h 7m,3/9 20:38:00,5.78,Grayling
Ramey Smyth,21,3/10 02:30:00,14,3/10 06:44:00,14,4h 14m,2h 39m,3/9 23:51:00,6.79,Grayling
Matt Hall,15,3/10 02:00:00,14,3/10 06:50:00,14,4h 50m,3h 2m,3/9 22:58:00,5.93,Grayling
Hugh Neff,68,3/10 00:39:00,12,3/10 07:00:00,12,6h 21m,2h 56m,3/9 21:43:00,6.14,Grayling
Matthew Failor,55,3/10 00:54:00,16,3/10 07:07:00,16,6h 13m,2h 29m,3/9 22:25:00,7.25,Grayling
Linwood Fiedler,8,3/9 22:40:00,13,3/10 07:34:00,13,8h 54m,2h 52m,3/9 19:48:00,6.28,Grayling
Ketil Reitan,54,3/9 23:50:00,13,3/10 07:57:00,12,8h 7m,2h 52m,3/9 20:58:00,6.28,Grayling
Mats Pettersson,3,3/9 23:56:00,14,3/10 07:57:00,13,8h 1m,2h 49m,3/9 21:07:00,6.39,Grayling
Kelly Maixner,52,3/10 00:35:00,15,3/10 08:35:00,15,8h 0m,3h 0m,3/9 21:35:00,6.00,Grayling
Lars Monsen,61,3/10 00:27:00,15,3/10 08:37:00,14,8h 10m,2h 52m,3/9 21:35:00,6.28,Grayling
Martin Buser,28,3/10 04:20:00,15,3/10 08:39:00,15,4h 19m,3h 11m,3/10 01:09:00,5.65,Grayling
Michelle Phillips,18,3/10 01:08:00,13,3/10 09:08:00,13,8h 0m,2h 52m,3/9 22:16:00,6.28,Grayling
Rick Casillo,9,3/10 09:24:00,12,3/10 09:34:00,12,0h 10m,2h 30m,3/10 06:54:00,7.20,Grayling
Michi Konno,63,3/10 04:19:00,12,3/10 09:54:00,12,5h 35m,3h 1m,3/10 01:18:00,5.97,Grayling
Ryan Redington,7,3/10 05:12:00,11,3/10 10:50:00,11,5h 38m,2h 43m,3/10 02:29:00,6.63,Grayling
Cody Strathe,2,3/10 05:06:00,13,3/10 14:33:00,12,9h 27m,2h 38m,3/10 02:28:00,6.84,Grayling
Anna Berington,4,3/10 09:42:00,12,3/10 15:28:00,11,5h 46m,2h 21m,3/10 07:21:00,7.66,Grayling
Larry Daugherty,14,3/10 15:15:00,14,3/10 15:42:00,14,0h 27m,2h 54m,3/10 12:21:00,6.21,Grayling
Jessie Holmes,41,3/10 08:53:00,14,3/10 15:52:00,13,6h 59m,2h 2m,3/10 06:51:00,8.85,Grayling
Tom Knolmayer,43,3/10 08:40:00,13,3/10 16:41:00,13,8h 1m,3h 4m,3/10 05:36:00,5.87,Grayling
Katherine Keith,51,3/10 08:51:00,14,3/10 16:51:00,13,8h 0m,2h 51m,3/10 06:00:00,6.32,Grayling
"Michael Williams, Jr.",27,3/10 11:16:00,11,3/10 19:16:00,11,8h 0m,2h 27m,3/10 08:49:00,7.35,Grayling
Jeff King,40,3/10 11:52:00,13,3/10 19:53:00,13,8h 1m,2h 23m,3/10 09:29:00,7.55,Grayling
Charley Bejna,38,3/10 12:13:00,14,3/10 20:17:00,14,8h 4m,2h 28m,3/10 09:45:00,7.30,Grayling
Bradley Farquhar,65,3/10 18:01:00,11,3/11 03:40:00 *,11,8h 39m,2h 30m,3/10 15:31:00,7.20,Grayling
Emily Maxwell,58,3/10 20:35:00,13,3/11 04:15:00 *,13,6h 40m,2h 34m,3/10 18:01:00,7.01,Grayling
Jim Lanier,32,3/10 19:10:00,15,3/11 05:49:00 *,15,9h 39m,2h 19m,3/10 16:51:00,7.77,Grayling
Aaron Peck,50,3/10 20:53:00,13,3/11 05:57:00 *,13,8h 4m,2h 26m,3/10 18:27:00,7.40,Grayling
Lev Shvarts,22,3/11 07:47:00,13,3/11 08:08:00,13,0h 21m,2h 29m,3/11 05:18:00,7.25,Grayling
Noah Pereira,49,3/11 03:59:00 *,11,3/11 08:10:00,10,4h 11m,2h 35m,3/11 00:24:00,6.97,Grayling
Monica Zappa,48,3/11 05:30:00,13,3/11 09:48:00,13,4h 18m,2h 27m,3/11 03:03:00,7.35,Grayling
Andy Pohl,12,3/10 22:06:00,12,3/11 10:20:00 *,11,11h 14m,2h 54m,3/10 19:12:00,6.21,Grayling
Kristy Berington,20,3/10 22:06:00,13,3/11 10:20:00 *,13,11h 14m,2h 55m,3/10 19:11:00,6.17,Grayling
Andrew Nolan,56,3/11 05:22:00 *,12,3/11 10:39:00,12,5h 17m,2h 34m,3/11 01:48:00,7.01,Grayling
Brett Bruggeman,37,3/11 01:30:00,15,3/11 10:58:00 *,15,8h 28m,2h 31m,3/10 22:59:00,7.15,Grayling
Jeff Deeter,45,3/11 10:45:00,8,3/11 10:58:00,8,0h 13m,2h 21m,3/11 08:24:00,7.66,Grayling
Scott Janssen,23,3/11 03:36:00 *,14,3/11 11:18:00,14,7h 42m,2h 20m,3/11 00:16:00,7.71,Grayling
Peter Fleck,67,3/11 11:20:00,13,3/11 11:35:00,13,0h 15m,2h 24m,3/11 08:56:00,7.50,Grayling
Dave Delcourt,57,3/11 01:23:00,13,3/11 12:15:00 *,12,9h 52m,2h 43m,3/10 22:40:00,6.63,Grayling
Shaynee Traska,5,3/11 05:31:00 *,12,3/11 13:31:00,12,8h 0m,2h 42m,3/11 01:49:00,6.67,Grayling
Alan Eischens,53,3/11 07:15:00,14,3/11 15:13:00,14,7h 58m,2h 30m,3/11 04:45:00,7.20,Grayling
Meredith Mapes,16,3/11 09:02:00,11,3/11 15:13:00,10,6h 11m,2h 26m,3/11 06:36:00,7.40,Grayling
Rob Cooke,10,3/11 09:06:00,14,3/11 15:44:00,13,6h 38m,1h 52m,3/11 07:14:00,9.64,Grayling
Misha Wiljes,19,3/11 09:42:00,14,3/11 15:46:00,13,6h 4m,2h 31m,3/11 07:11:00,7.15,Grayling
Anja Radano,24,3/11 10:46:00,13,3/11 18:46:00,13,8h 0m,2h 24m,3/11 08:22:00,7.50,Grayling
Jason Stewart,66,3/11 10:42:00,15,3/11 19:46:00,15,9h 4m,2h 13m,3/11 08:29:00,8.12,Grayling
Tim Muto,42,3/11 12:40:00,13,3/11 20:42:00,13,8h 2m,2h 15m,3/11 10:25:00,8.00,Grayling
Magnus Kaltenborn,6,3/11 12:34:00,16,3/11 21:00:00,14,8h 26m,2h 44m,3/11 09:50:00,6.59,Grayling
Marcelle Fressineau,35,3/11 19:00:00,13,3/12 01:06:00,12,6h 6m,2h 48m,3/11 16:12:00,6.43,Grayling
Allen Moore,26,3/11 01:18:00,13,3/12 07:57:00 *,13,29h 39m,2h 29m,3/10 22:49:00,7.25,Grayling
Tara Cicatello,44,3/12 07:49:00,13,3/12 16:09:00,13,8h 20m,3h 10m,3/12 04:39:00,5.68,Grayling
Steve Watkins,59,3/12 11:20:00,12,3/12 16:10:00,12,4h 50m,3h 37m,3/12 07:43:00,4.98,Grayling
Tom Schonberger,25,3/12 11:35:00,11,3/12 19:42:00,11,8h 7m,4h 31m,3/12 07:04:00,3.99,Grayling
46,3/10 19:45:00,14,3/11 01:43:00,13,5h 58m,26h 57m,3/9 16:48:00,4.53,,Kaltag
